Altium Designer Pick and Place Locations
D:\LAB\NANORACK_V2_EXP_1.1.1_HW\01_DESIGN\EXP_HW_V3\Project Outputs for EXP_HW_V3\Pick Place for EXP_V111.txt

========================================================================================================================
File Design Information:

Date:       08/04/25
Time:       09:57
Revision:   793867958413ee860b23d7dfddf3f075355123fc
Variant:    No variations
Units used: mil

Designator Comment                Layer       Footprint                  Center-X(mil) Center-Y(mil) Rotation Description                                                                                  
DAC3       MCP4921-E/SN           BottomLayer SO8                        1241.022      2161.417      90       "12 Bit Digital to Analog Converter, P/N: MCP4921-E/SN"                                      
DAC2       MCP4921-E/SN           BottomLayer SO8                        753.346       2161.417      90       "12 Bit Digital to Analog Converter, P/N: MCP4921-E/SN"                                      
DAC1       MCP4921-E/SN           BottomLayer SO8                        283.358       2161.417      90       "12 Bit Digital to Analog Converter, P/N: MCP4921-E/SN"                                      
JP3        jumper2                TopLayer    JUMPER2                    736.224       984.258       180      ""                                                                                           
R55        22R                    BottomLayer RES_C_1608X60              1464.360      533.425       90       SMD                                                                                          
R54        22R                    BottomLayer RES_C_1608X60              1396.012      533.425       270      SMD                                                                                          
R53        22R                    BottomLayer RES_C_1608X60              1913.844      533.425       90       SMD                                                                                          
R52        22R                    BottomLayer RES_C_1608X60              1777.148      533.425       270      SMD                                                                                          
R51        22R                    BottomLayer RES_C_1608X60              1982.191      533.425       90       SMD                                                                                          
R50        22R                    BottomLayer RES_C_1608X60              1845.496      533.425       270      SMD                                                                                          
R49        22R                    BottomLayer RES_C_1608X60              2187.235      533.425       90       SMD                                                                                          
R48        22R                    BottomLayer RES_C_1608X60              2118.887      533.425       270      SMD                                                                                          
R47        22R                    BottomLayer RES_C_1608X60              2392.279      533.425       90       SMD                                                                                          
R45        22R                    BottomLayer RES_C_1608X60              2323.931      533.425       270      SMD                                                                                          
R44        4.7k                   BottomLayer RES_C_1608X60              1532.707      533.425       90       SMD                                                                                          
R43        4.7k                   BottomLayer RES_C_1608X60              2460.627      533.425       90       SMD                                                                                          
R42        4.7k                   BottomLayer RES_C_1608X60              2255.583      533.425       90       SMD                                                                                          
R41        4.7k                   BottomLayer RES_C_1608X60              1327.664      533.425       90       SMD                                                                                          
R40        4.7k                   BottomLayer RES_C_1608X60              2050.539      533.425       90       SMD                                                                                          
R134       22R                    TopLayer    RES_C_1608X60              2730.690      1732.825      180      SMD                                                                                          
C82        1uF/10V                TopLayer    CAP_C_1608X80              2332.677      1486.790      180      ""                                                                                           
C81        1uF/10V                BottomLayer CAP_C_1608X80              2179.264      952.637       180      ""                                                                                           
C80        1uF/10V                TopLayer    CAP_C_1608X80              1238.000      1156.976      270      ""                                                                                           
C79        1uF/10V                TopLayer    CAP_C_1608X80              1465.000      1044.976      90       ""                                                                                           
C78        0.22uF/10V             TopLayer    CAP_C_1608X80              1393.000      1044.976      90       ""                                                                                           
C77        1uF/10V                TopLayer    CAP_C_1608X80              1238.000      1044.976      270      ""                                                                                           
C76        1uF/10V                TopLayer    CAP_C_1608X80              1466.000      1159.449      90       ""                                                                                           
C75        0.22uF/10V             TopLayer    CAP_C_1608X80              1393.000      1159.449      90       ""                                                                                           
J9         BM04B-SRSS-TB          TopLayer    BM04B-SRSS-TB              233.512       1795.984      90       "CONN HEADER SMD 4POS 1MM"                                                                   
J8         BM04B-SRSS-TB          TopLayer    BM04B-SRSS-TB              451.110       1795.984      90       "CONN HEADER SMD 4POS 1MM"                                                                   
R38        10k/DNP                TopLayer    RES_C_1608X60              1490.034      1683.858      270      SMD                                                                                          
C139       0.1uF/10V              BottomLayer CAP_C_1608X80              1141.732      2693.542      270      ""                                                                                           
C122       0.1uF/10V              BottomLayer CAP_C_1608X80              1301.000      2693.542      270      ""                                                                                           
R30        10k                    TopLayer    RES_C_1608X60              1121.063      1477.809      0        SMD                                                                                          
J3         0532611571             TopLayer    0532611571                 2915.354      2482.677      90       "Conn Shrouded Header (4 Sides) HDR 15 POS 1.25mm Solder RA Side Entry SMD PicoBlade™ T/R" 
R149       10k                    TopLayer    RES_C_1608X60              458.567       2786.791      180      SMD                                                                                          
R133       22R                    TopLayer    RES_C_1608X60              2730.690      1646.831      180      SMD                                                                                          
R132       22R                    TopLayer    RES_C_1608X60              2730.690      1560.837      180      SMD                                                                                          
R131       22R                    TopLayer    RES_C_1608X60              2730.690      1474.843      180      SMD                                                                                          
R130       22R                    TopLayer    RES_C_1608X60              2730.690      1388.849      180      SMD                                                                                          
R129       22R                    TopLayer    RES_C_1608X60              2730.690      1302.854      180      SMD                                                                                          
R128       22R                    TopLayer    RES_C_1608X60              2730.690      1216.860      180      SMD                                                                                          
R127       22R                    TopLayer    RES_C_1608X60              2730.690      1044.872      180      SMD                                                                                          
R126       22R                    TopLayer    RES_C_1608X60              2730.690      958.878       180      SMD                                                                                          
R125       22R                    TopLayer    RES_C_1608X60              2730.689      1130.866      0        SMD                                                                                          
R124       22R                    TopLayer    RES_C_1608X60              2732.284      786.890       180      SMD                                                                                          
R123       22R                    TopLayer    RES_C_1608X60              2732.284      442.913       0        SMD                                                                                          
R122       22R                    TopLayer    RES_C_1608X60              2732.284      700.896       180      SMD                                                                                          
R121       22R                    TopLayer    RES_C_1608X60              2730.689      872.884       0        SMD                                                                                          
R120       22R                    TopLayer    RES_C_1608X60              2732.284      614.902       180      SMD                                                                                          
U22        MB85RS2MTAPNF-G-BDERE1 BottomLayer MB85RS2MTAPNF-G-BDERE1     1361.689      1418.794      0        "FRAM _Ferroelectric RAM_ Memory IC 2Mb _256K x 8_ SPI 40MHz 8-SOP"                          
R145       10k                    TopLayer    RES_C_1608X60              1121.063      1204.052      0        SMD                                                                                          
R144       22R                    BottomLayer RES_C_1608X60              1239.832      1609.518      270      SMD                                                                                          
R143       22R                    BottomLayer RES_C_1608X60              1321.888      1609.518      270      SMD                                                                                          
R142       22R                    BottomLayer RES_C_1608X60              1403.944      1609.518      270      SMD                                                                                          
R141       22R                    BottomLayer RES_C_1608X60              1486.000      1609.518      270      SMD                                                                                          
R140       4.7k                   BottomLayer RES_C_1608X60              1570.689      1374.305      90       SMD                                                                                          
R139       4.7k                   BottomLayer RES_C_1608X60              1146.832      1374.305      270      SMD                                                                                          
R135       10k                    TopLayer    RES_C_1608X60              2350.451      733.625       270      SMD                                                                                          
J12        ESQ-107-48-G-D         TopLayer    ESQ-107-37-G-D             2952.756      748.032       90       "CONN SOCKET 14POS 0.1 GOLD PCB"                                                             
C156       0.22uF/10V             BottomLayer CAP_C_1608X80              1292.689      1259.794      0        ""                                                                                           
C155       0.22uF/10V             BottomLayer CAP_C_1608X80              1422.689      1259.794      0        ""                                                                                           
C154       0.1uF/10V              BottomLayer CAP_C_1608X80              851.850       1634.297      270      ""                                                                                           
C153       0.22uF/10V             BottomLayer CAP_C_1608X80              1465.559      1144.728      0        ""                                                                                           
C152       0.22uF/10V             BottomLayer CAP_C_1608X80              1464.559      1069.499      0        ""                                                                                           
X1         25MHz                  TopLayer    XTAL_ECS-250-12-33Q-JES-TR 1381.220      1334.689      45       "Crystal, 8 MHz, -30 to 85 degC, 3.2 x 2.5 x 0.9 mm SMD"                                     
U21        TPL5010DDCR            TopLayer    TPL5010DDCR                735.494       1126.322      0        "IC OSC PROG TIMER TSOT23-6"                                                                 
U19        AL8843SP-13            BottomLayer SO8_EPAD                   675.827       1438.685      0        "IC LED DRIVER RGLTR PWM 3A 8SO"                                                             
U18        PCA9508DP,118          TopLayer    TSOP8                      732.504       1348.420      90       ""                                                                                           
U17        PCA9508DP,118          TopLayer    TSOP8                      732.504       1763.874      90       ""                                                                                           
U16        OPA2340UA              BottomLayer SO8                        2277.927      2186.146      270      ""                                                                                           
U15        OPA2340UA              BottomLayer SO8                        2512.927      2186.146      90       ""                                                                                           
U14        OPA2340UA              TopLayer    SO8                        2515.000      2180.374      270      ""                                                                                           
U13        OPA2340UA              TopLayer    SO8                        2280.000      2180.374      90       ""                                                                                           
U12        STM32F765VGT7          TopLayer    LQFP100_STM                1889.764      1316.929      0        "No Description Available"                                                                   
U9         ADG1414BCPZ-REEL7      BottomLayer ADG1414BCPZ-REEL7          314.056       1718.306      180      "IC SW SPST-NOX8 11.5OHM 24LFCSP"                                                            
U4         TPS7A4533DCQR          TopLayer    SOT223_6                   936.332       578.471       270      "IC REG LINEAR 3.3V 1.5A SOT223-6"                                                           
U3         TPS259470ARPWR         TopLayer    VQFN-HR-10                 310.823       2719.528      180      ""                                                                                           
U1         TPS259470ARPWR         TopLayer    VQFN-HR-10                 2418.123      582.548       270      ""                                                                                           
TVS2       TVS2200DRVR            TopLayer    TVS2200                    168.813       2444.871      0        "UNIDIR PRECISION SURGE DIODE"                                                               
TVS1       TVS2200DRVR            TopLayer    TVS2200                    2573.370      619.043       270      "UNIDIR PRECISION SURGE DIODE"                                                               
R117       22R                    TopLayer    RES_C_1608X60              590.000       727.494       180      SMD                                                                                          
R116       22R                    TopLayer    RES_C_1608X60              590.000       808.120       180      SMD                                                                                          
R115       22R                    TopLayer    RES_C_1608X60              590.000       888.747       180      SMD                                                                                          
R114       22R                    TopLayer    RES_C_1608X60              590.000       566.241       180      SMD                                                                                          
R113       22R                    TopLayer    RES_C_1608X60              590.000       646.868       180      SMD                                                                                          
R112       2.2k                   BottomLayer RES_C_1608X60              165.000       651.863       180      SMD                                                                                          
R111       2.2k                   BottomLayer RES_C_1608X60              165.000       733.328       180      SMD                                                                                          
R110       10k                    TopLayer    RES_C_1608X60              590.000       485.615       0        SMD                                                                                          
R109       16.5k1%                TopLayer    RES_C_1608X60              590.000       1050.000      0        SMD                                                                                          
R108       16.5k1%                TopLayer    RES_C_1608X60              590.000       969.373       0        SMD                                                                                          
R107       22R                    TopLayer    RES_C_1608X60              881.423       969.373       0        SMD                                                                                          
R106       22R                    TopLayer    RES_C_1608X60              881.423       1043.173      0        SMD                                                                                          
R105       22R                    TopLayer    RES_C_1608X60              881.423       1116.972      0        SMD                                                                                          
R104       10k                    BottomLayer RES_C_1608X60              750.921       1717.370      0        SMD                                                                                          
R103       1k                     BottomLayer RES_C_1608X60              781.934       1634.297      90       SMD                                                                                          
R102       0.2R                   BottomLayer RES_C_3216X70              601.990       1617.111      0        "RES 0.2 OHM 1% 1W 1206"                                                                     
R101       10k                    TopLayer    RES_C_1608X60              881.423       1338.371      0        SMD                                                                                          
R100       4.7k                   TopLayer    RES_C_1608X60              881.423       1412.170      180      SMD                                                                                          
R99        4.7k                   TopLayer    RES_C_1608X60              881.423       1190.772      180      SMD                                                                                          
R98        10k                    TopLayer    RES_C_1608X60              881.423       1854.967      0        SMD                                                                                          
R97        22R                    TopLayer    RES_C_1608X60              881.423       1264.571      180      SMD                                                                                          
R96        22R                    TopLayer    RES_C_1608X60              881.423       1781.168      180      SMD                                                                                          
R95        22R                    TopLayer    RES_C_1608X60              881.423       1559.769      180      SMD                                                                                          
R94        22R                    TopLayer    RES_C_1608X60              881.423       1485.970      180      SMD                                                                                          
R93        4.7k                   TopLayer    RES_C_1608X60              881.423       1633.569      180      SMD                                                                                          
R92        4.7k                   TopLayer    RES_C_1608X60              881.423       1707.368      180      SMD                                                                                          
R91        4.7k                   TopLayer    RES_C_1608X60              730.000       1521.624      0        SMD                                                                                          
R90        4.7k                   TopLayer    RES_C_1608X60              730.000       1590.000      0        SMD                                                                                          
R89        10k                    BottomLayer RES_C_1608X60              2252.206      1925.000      90       SMD                                                                                          
R88        10k                    BottomLayer RES_C_1608X60              2323.965      2430.772      270      SMD                                                                                          
R87        22R                    BottomLayer RES_C_1608X60              2324.335      1925.000      90       SMD                                                                                          
R86        22R                    BottomLayer RES_C_1608X60              2251.960      2430.772      270      SMD                                                                                          
R85        22R                    BottomLayer RES_C_1608X60              2180.077      1925.000      270      SMD                                                                                          
R84        22R                    BottomLayer RES_C_1608X60              2107.949      2430.771      90       SMD                                                                                          
R83        10k                    BottomLayer RES_C_1608X60              2612.850      1925.000      90       SMD                                                                                          
R82        10k                    BottomLayer RES_C_1608X60              2467.977      2430.771      270      SMD                                                                                          
R81        22R                    BottomLayer RES_C_1608X60              2540.721      1925.000      90       SMD                                                                                          
R80        22R                    BottomLayer RES_C_1608X60              2684.978      1925.000      270      SMD                                                                                          
R79        22R                    BottomLayer RES_C_1608X60              2395.971      2430.771      270      SMD                                                                                          
R78        22R                    BottomLayer RES_C_1608X60              2611.988      2430.771      90       SMD                                                                                          
R77        10k                    TopLayer    RES_C_1608X60              2539.982      1925.000      90       SMD                                                                                          
R76        10k                    TopLayer    RES_C_1608X60              2468.592      2430.000      270      SMD                                                                                          
R75        22R                    TopLayer    RES_C_1608X60              2540.721      2430.000      270      SMD                                                                                          
R74        22R                    TopLayer    RES_C_1608X60              2467.977      1925.000      90       SMD                                                                                          
R73        22R                    TopLayer    RES_C_1608X60              2684.979      2430.000      90       SMD                                                                                          
R72        22R                    TopLayer    RES_C_1608X60              2611.988      1925.000      270      SMD                                                                                          
R71        10k                    TopLayer    RES_C_1608X60              2179.954      1925.000      90       SMD                                                                                          
R70        10k                    TopLayer    RES_C_1608X60              2324.335      2430.000      270      SMD                                                                                          
R69        22R                    TopLayer    RES_C_1608X60              2396.463      2430.000      270      SMD                                                                                          
R68        22R                    TopLayer    RES_C_1608X60              2251.960      1925.000      90       SMD                                                                                          
R67        22R                    TopLayer    RES_C_1608X60              2180.077      2430.000      90       SMD                                                                                          
R66        22R                    TopLayer    RES_C_1608X60              2107.949      1925.000      270      SMD                                                                                          
R65        10k                    TopLayer    RES_C_1608X60              1727.063      2633.402      180      SMD                                                                                          
R64        10k                    TopLayer    RES_C_1608X60              1727.063      2773.402      180      SMD                                                                                          
R63        10k                    TopLayer    RES_C_1608X60              1727.063      2913.402      180      SMD                                                                                          
R62        10k                    TopLayer    RES_C_1608X60              1727.063      3053.402      180      SMD                                                                                          
R61        120R                   TopLayer    RES_C_1608X60              1727.063      2558.598      180      SMD                                                                                          
R60        120R                   TopLayer    RES_C_1608X60              1727.063      2698.598      180      SMD                                                                                          
R59        120R                   TopLayer    RES_C_1608X60              1727.063      2838.598      180      SMD                                                                                          
R58        120R                   TopLayer    RES_C_1608X60              1727.063      2978.598      180      SMD                                                                                          
R46        10k                    TopLayer    RES_C_1608X60              1403.000      1683.858      90       SMD                                                                                          
R29        10k                    TopLayer    RES_C_1608X60              1121.063      1618.729      0        SMD                                                                                          
R26        22R                    TopLayer    RES_C_1608X60              1121.063      1546.874      180      SMD                                                                                          
R25        22R                    TopLayer    RES_C_1608X60              1121.063      1687.795      180      SMD                                                                                          
R20        2.2k                   BottomLayer RES_C_1608X60              165.000       570.397       180      SMD                                                                                          
R19        1k                     TopLayer    RES_C_1608X60              169.112       2719.973      180      SMD                                                                                          
R18        130k                   TopLayer    RES_C_1608X60              458.567       2642.666      0        SMD                                                                                          
R17        10k                    TopLayer    RES_C_1608X60              458.567       2498.541      0        SMD                                                                                          
R16        2.2k                   BottomLayer RES_C_1608X60              165.000       488.932       180      SMD                                                                                          
R15        22R                    TopLayer    RES_C_1608X60              458.567       2930.916      0        SMD                                                                                          
R14        10k                    TopLayer    RES_C_1608X60              458.567       2858.853      180      SMD                                                                                          
R13        120R                   TopLayer    RES_C_1608X60              458.567       2570.604      180      SMD                                                                                          
R12        470k                   TopLayer    RES_C_1608X60              458.567       2714.729      180      SMD                                                                                          
R11        3.24k                  TopLayer    RES_C_1608X60              1622.971      741.959       180      SMD                                                                                          
R10        2.2k                   BottomLayer RES_C_1608X60              165.000       407.466       180      SMD                                                                                          
R9         10k                    TopLayer    RES_C_1608X60              1742.439      741.959       180      SMD                                                                                          
R8         22R                    TopLayer    RES_C_1608X60              2732.284      528.908       0        SMD                                                                                          
R7         1k                     TopLayer    RES_C_1608X60              2417.136      447.651       270      SMD                                                                                          
R6         47k                    TopLayer    RES_C_1608X60              2424.758      733.625       90       SMD                                                                                          
R5         4.7k                   BottomLayer RES_C_1608X60              165.000       326.001       180      SMD                                                                                          
R4         22R                    TopLayer    RES_C_1608X60              2201.839      733.625       90       SMD                                                                                          
R3         10k                    TopLayer    RES_C_1608X60              2276.145      733.625       270      SMD                                                                                          
R2         470k                   TopLayer    RES_C_1608X60              2573.370      733.625       270      SMD                                                                                          
R1         11k                    TopLayer    RES_C_1608X60              2499.064      733.625       90       SMD                                                                                          
Q4         AO3400A                TopLayer    SOT23-13_2                 1584.976      2597.000      90       "MOSFET N-CH 30V 5.7A SOT23-3L"                                                              
Q3         AO3400A                TopLayer    SOT23-13_2                 1584.976      2737.000      90       "MOSFET N-CH 30V 5.7A SOT23-3L"                                                              
Q2         AO3400A                TopLayer    SOT23-13_2                 1584.976      2877.000      90       "MOSFET N-CH 30V 5.7A SOT23-3L"                                                              
Q1         AO3400A                TopLayer    SOT23-13_2                 1584.976      3017.000      90       "MOSFET N-CH 30V 5.7A SOT23-3L"                                                              
L7         10uH/250mA             TopLayer    L-SMD-0603                 1315.000      1106.976      90       ""                                                                                           
L6         82uH                   BottomLayer L-SMD-M-4.8X4.8X2.8MM      672.048       1199.685      270      SRR4828A-820M                                                                                
L1         SRP7050TA-220M         TopLayer    PSM6050                    1371.908      664.078       90       "FIXED IND 22UH 2.5A 170 MOHM SMD"                                                           
JP2        jumper2                TopLayer    JUMPER                     459.350       3016.957      180      ""                                                                                           
JP1        jumper2                TopLayer    JUMPER                     2119.017      731.099       270      ""                                                                                           
J11        JP3                    TopLayer    JP3-D1C                    454.000       532.000       270      "WR-PHD 2.54 mm Angled Socket Header"                                                        
J10        0532610271             TopLayer    0532610271                 377.264       1430.000      90       "CONN HEADER SMD R/A 2POS 1.25MM"                                                            
J7         M80-6661642            TopLayer    M80-6661642                2244.095      2739.173      180      "CONN HEADER SMD R/A 16POS 2MM"                                                              
J6         JP5                    TopLayer    JP5-D1C                    454.000       942.189       270      "WR-PHD 2.54 mm Angled Socket Header"                                                        
J5         M80-6661642            TopLayer    M80-6661642                1023.622      2739.173      180      "CONN HEADER SMD R/A 16POS 2MM"                                                              
J4         0532610971             TopLayer    0532610971                 2915.354      1535.433      90       "CONN HEADER SMD R/A 9POS 1.25MM"                                                            
J1         M80-5114242            BottomLayer M80-5114242                1673.228      236.220       0        "CONN HEADER VERT 42POS 2MM"                                                                 
Hole4      hole_space             TopLayer    HOLE_SPACE                 3204.724      142.500       0        ""                                                                                           
Hole3      hole_space             TopLayer    HOLE_SPACE                 3204.724      3205.492      0        ""                                                                                           
Hole2      hole_space             TopLayer    HOLE_SPACE                 141.732       3205.492      0        ""                                                                                           
Hole1      hole_space             TopLayer    HOLE_SPACE                 141.732       142.500       0        ""                                                                                           
DS6        BLUE                   BottomLayer LED-0603-BLUE              306.031       651.863       180      ""                                                                                           
DS5        GREEN                  BottomLayer LED-0603-BLUE              306.031       733.328       180      ""                                                                                           
DS4        YELLOW                 BottomLayer LED-0603-BLUE              306.031       570.398       180      ""                                                                                           
DS3        RED                    BottomLayer LED-0603-BLUE              306.031       488.932       180      ""                                                                                           
DS2        RED                    BottomLayer LED-0603-BLUE              306.031       407.467       180      ""                                                                                           
DS1        RED                    BottomLayer LED-0603-BLUE              306.031       326.001       180      ""                                                                                           
D5         1N4148W-TP             BottomLayer SOD-123                    326.048       1449.685      0        "DIODE GEN PURP 100V 300MA SOD123"                                                           
D4         SS54                   BottomLayer DO214-AC-SMA               916.274       1451.184      270      "DIODE SCHOTTKY 60V 3A DO214AA"                                                              
D3         SS54                   TopLayer    DO214-AC-SMA               233.630       2893.515      180      "DIODE SCHOTTKY 60V 3A DO214AA"                                                              
D2         SS54                   TopLayer    DO214-AC-SMA               1858.895      539.770       90       "DIODE SCHOTTKY 60V 3A DO214AA"                                                              
D1         SS54                   TopLayer    DO214-AC-SMA               2245.099      515.597       270      "DIODE SCHOTTKY 60V 3A DO214AA"                                                              
C151       12pF/10V               TopLayer    CAP_C_1608X80              1294.550      1248.098      315      ""                                                                                           
C150       12pF/10V               TopLayer    CAP_C_1608X80              1298.454      1399.576      225      ""                                                                                           
C149       0.22uF/10V             TopLayer    CAP_C_1608X80              590.000       405.481       0        ""                                                                                           
C148       0.22uF/10V             TopLayer    CAP_C_1608X80              598.200       1156.837      90       ""                                                                                           
C146       0.22uF/10V             TopLayer    CAP_C_1608X80              1504.893      836.614       0        ""                                                                                           
C145       0.22uF/10V             BottomLayer CAP_C_1608X80              1748.292      1562.980      0        ""                                                                                           
C144       0.22uF/10V             TopLayer    CAP_C_1608X80              2413.736      980.196       180      ""                                                                                           
C143       0.22uF/10V             TopLayer    CAP_C_1608X80              598.200       1264.981      90       ""                                                                                           
C138       0.22uF/10V             TopLayer    CAP_C_1608X80              1622.971      836.614       0        ""                                                                                           
C137       0.22uF/10V             BottomLayer CAP_C_1608X80              1748.292      1493.939      180      ""                                                                                           
C136       0.22uF/10V             TopLayer    CAP_C_1608X80              2282.677      980.196       180      ""                                                                                           
C130       0.22uF/10V             BottomLayer CAP_C_1608X80              1749.094      1424.898      0        ""                                                                                           
C129       0.22uF/10V             TopLayer    CAP_C_1608X80              2332.677      1560.324      0        ""                                                                                           
C128       4.7uF/10V              TopLayer    CAP_C_1608X80              1577.559      1683.858      270      ""                                                                                           
C127       0.22uF/10V             BottomLayer CAP_C_1608X80              1749.094      1354.856      180      ""                                                                                           
C126       0.22uF/10V             TopLayer    CAP_C_1608X80              2332.677      1633.858      180      ""                                                                                           
C125       470nF/10V              BottomLayer CAP_C_1608X80              602.383       1716.814      0        ""                                                                                           
