Altium Designer Pick and Place Locations
D:\Altium_WorkSpace\EXP_V2\01_DESIGN\EXP_HW_V2\Project Outputs for EXP_HW_V2\Pick Place for EXP_V110.csv

========================================================================================================================
File Design Information:

Date:       19/02/25
Time:       15:42
Revision:   cafde21bfeb86eb9c5aee3d794ea2fc79d9087f1
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"C58","47nF/10V","TopLayer","CAP_C_1608X80","1185.469","2406.000","180",""
"C57","47nF/10V","TopLayer","CAP_C_1608X80","1404.397","2468.985","0",""
"C56","47nF/10V","TopLayer","CAP_C_1608X80","1651.582","2284.467","0",""
"C55","47nF/10V","TopLayer","CAP_C_1608X80","1114.400","2468.985","180",""
"C54","47nF/10V","TopLayer","CAP_C_1608X80","1192.651","2284.467","0",""
"C53","0.1uF/10V","TopLayer","CAP_C_1608X80","1892.000","2186.360","270",""
"C52","0.1uF/10V","TopLayer","CAP_C_1608X80","1620.023","2186.360","270",""
"C51","4.7uF/10V","TopLayer","CAP_C_1608X80","1954.000","2186.360","270",""
"C50","4.7uF/10V","TopLayer","CAP_C_1608X80","1557.705","2186.360","270",""
"C49","0.1uF/10V","TopLayer","CAP_C_1608X80","1433.069","2186.360","270",""
"C48","0.1uF/10V","TopLayer","CAP_C_1608X80","1161.091","2186.360","270",""
"C47","4.7uF/10V","TopLayer","CAP_C_1608X80","1495.387","2186.360","270",""
"C46","4.7uF/10V","TopLayer","CAP_C_1608X80","1098.774","2186.360","270",""
"C45","1uF/10V","TopLayer","CAP_C_1608X80","974.138","2051.782","90",""
"C44","1uF/10V","TopLayer","CAP_C_1608X80","515.207","2051.782","90",""
"C43","1uF/10V","TopLayer","CAP_C_1608X80","1004.540","2468.985","180",""
"C42","1uF/10V","TopLayer","CAP_C_1608X80","752.017","2468.985","180",""
"C41","0.1uF/10V","TopLayer","CAP_C_1608X80","1036.456","2051.782","90",""
"C40","0.1uF/10V","TopLayer","CAP_C_1608X80","577.525","2051.782","90",""
"C39","0.22uF/10V","TopLayer","CAP_C_1608X80","639.842","2051.782","270",""
"C38","0.22uF/10V","TopLayer","CAP_C_1608X80","180.230","2051.782","270",""
"C37","0.22uF/10V","TopLayer","CAP_C_1608X80","702.160","2051.782","90",""
"C36","0.22uF/10V","TopLayer","CAP_C_1608X80","243.230","2051.782","90",""
"C35","47nF/10V","TopLayer","CAP_C_1608X80","690.993","2406.000","180",""
"C34","47nF/10V","TopLayer","CAP_C_1608X80","943.516","2406.000","180",""
"C33","47nF/10V","TopLayer","CAP_C_1608X80","882.493","2468.985","0",""
"C32","47nF/10V","TopLayer","CAP_C_1608X80","733.720","2284.467","0",""
"C31","47nF/10V","TopLayer","CAP_C_1608X80","629.970","2468.985","0",""
"C30","47nF/10V","TopLayer","CAP_C_1608X80","274.789","2284.467","0",""
"C29","0.1uF/10V","TopLayer","CAP_C_1608X80","974.138","2186.360","270",""
"C28","0.1uF/10V","TopLayer","CAP_C_1608X80","702.160","2186.360","270",""
"C27","4.7uF/10V","TopLayer","CAP_C_1608X80","1036.456","2186.360","270",""
"C26","4.7uF/10V","TopLayer","CAP_C_1608X80","639.842","2186.360","270",""
"C25","0.1uF/10V","TopLayer","CAP_C_1608X80","515.207","2186.360","270",""
"C24","0.1uF/10V","TopLayer","CAP_C_1608X80","243.230","2186.360","270",""
"C23","4.7uF/10V","TopLayer","CAP_C_1608X80","577.525","2186.360","270",""
"C22","4.7uF/10V","TopLayer","CAP_C_1608X80","180.230","2186.360","270",""
"C21","0.22uF/10V","TopLayer","CAP_C_1608X80","1732.914","768.302","180",""
"C20","0.22uF/10V","TopLayer","CAP_C_1608X80","1845.827","768.302","0",""
"C19","0.22uF/10V","TopLayer","CAP_C_1608X80","1620.000","768.302","180",""
"C18","33uF/10V","TopLayer","TANTALUM-SMD-1206-EXP-V110","1727.637","898.704","180","SMD"
"C17","33uF/10V","TopLayer","TANTALUM-SMD-1206-EXP-V110","1919.922","897.296","0","SMD"
"C16","0.22uF/10V","TopLayer","CAP_C_1608X80","1958.741","768.302","0",""
"C15","2.2nF/16V","TopLayer","CAP_C_1608X80","208.482","2618.875","0",""
"C14","2.2nF/16V","TopLayer","CAP_C_1608X80","209.000","2763.000","0",""
"C13","33uF/10V","TopLayer","TANTALUM-SMD-1206-EXP-V110","245.910","2982.470","0","SMD"
"C12","33uF/10V","TopLayer","TANTALUM-SMD-1206-EXP-V110","244.663","2529.321","0","SMD"
"C11","0.22uF/10V","TopLayer","CAP_C_1608X80","1430.000","897.296","0",""
"C10","0.22uF/16V","TopLayer","CAP_C_1608X80","1313.618","897.296","180",""
"C9","33uF/16V","TopLayer","TANTALUM-SMD-1206-EXP-V110","1026.645","897.296","0","SMD"
"C8","33uF/10V","TopLayer","TANTALUM-SMD-1206-EXP-V110","1437.796","771.041","0","SMD"
"C7","0.22uF/10V","TopLayer","CAP_C_1608X80","1550.000","897.296","0",""
"C6","0.22uF/16V","TopLayer","CAP_C_1608X80","1192.028","897.296","180",""
"C5","0.01uF/16V","TopLayer","CAP_C_1608X80","980.000","461.811","0",""
"C4","2.2nF/16V","TopLayer","CAP_C_1608X80","568.915","527.453","0",""
"C3","2.2nF/16V","TopLayer","CAP_C_1608X80","568.915","666.501","0",""
"C2","33uF/16V","TopLayer","TANTALUM-SMD-1206-EXP-V110","608.437","892.331","0","SMD"
"C1","33uF/16V","TopLayer","TANTALUM-SMD-1206-EXP-V110","611.461","421.409","0","SMD"
"BT1","BT_NRST","TopLayer","SW1-SMD","450.000","240.000","0","Switch button 2 pin"
